k q Gibbs Est Res⭑ R_err Mean_r Time
12 2 206 2 2 0 0.72913 201.35
12 3 233 1.9638e+29 1.98e+29 0.819 0.71072 500.4
12 4 258 4.74e+55 4.7e+55 0.8521 0.76308 578.22
12 5 280 7.7525e+75 7.72e+75 0.4211 0.80578 897.39
12 6 302 3.6766e+91 3.71e+91 0.901 0.83637 1825.3
12 7 323 1.8607e+104 1.83e+104 1.678 0.85901 1836.8
12 8 344 7.7866e+114 7.73e+114 0.7319 0.87619 1893.7
12 9 364 1.016e+124 1.02e+124 0.3934 0.88967 2660.8
12 10 385 9.7639e+131 9.82e+131 0.5711 0.90055 2337.3
