k q Gibbs Est Res⭑ R_err Mean_r Time
12 2 206 2 2 0 0.72925 10.074
12 3 233 1.8205e+29 1.98e+29 8.056 0.71051 24.887
12 4 258 4.555e+55 4.7e+55 3.085 0.76297 27.905
12 5 280 7.6899e+75 7.72e+75 0.3902 0.80576 45.358
12 6 302 3.7099e+91 3.71e+91 0.001744 0.8364 96.543
12 7 323 1.7702e+104 1.83e+104 3.269 0.85885 98.089
12 8 344 7.5598e+114 7.73e+114 2.202 0.8761 102.1
12 9 364 1.0682e+124 1.02e+124 4.729 0.88984 131.87
12 10 385 9.8179e+131 9.82e+131 0.02093 0.90057 126.56
