2 7 1.2e-05
3 63 4.5e-05
4 1234 7e-06
5 55447 1e-05
6 5.5989e+06 1.8e-05
7 1.2801e+09 4.2e-05
8 6.6065e+11 9.6e-05
9 7.7055e+14 0.000232
10 2.03e+18 0.000573
11 1.2083e+22 0.001434
12 1.6248e+26 0.004237
13 4.936e+30 0.012979
14 3.3875e+35 0.030151
15 5.2522e+40 0.053893
16 1.8397e+46 0.12402
17 1.4558e+52 0.3391
18 2.6025e+58 0.96097
19 1.0511e+65 2.5928
20 9.5898e+71 6.8968
21 1.9767e+79 17.86
22 9.2049e+86 55.083
23 9.6837e+94 144.55
24 2.3015e+103 424.04
25 1.2357e+112 1217.7
