k\q 5 6 7 8 9 10 11 12 13 14 15
13 "6.81584e+88" "1.94714e+107" "1.62212e+122" "5.10782e+134" "2.69764e+145" "6.38173e+154" "1.37666e+163" "4.32943e+170" "2.82312e+177" "4.77104e+183" "2.71419e+189"
14 "6.66256e+102" "1.83282e+124" "3.91276e+141" "1.27645e+156" "3.59914e+168" "2.74849e+179" "1.29919e+189" "6.55829e+197" "5.32414e+205" "9.0067e+212" "4.30335e+219"
15 "6.85739e+117" "3.03847e+142" "2.51668e+162" "1.20305e+179" "2.4371e+193" "7.78508e+205" "1.01503e+217" "1.01143e+227" "1.23345e+236" "2.47943e+244" "1.16572e+252"
16 "7.43144e+133" "8.87165e+161" "4.31639e+184" "4.27641e+203" "8.37541e+219" "1.45025e+234" "6.56509e+246" "1.58804e+258" "3.51033e+268" "9.95335e+277" "5.39515e+286"
17 "8.47976e+150" "4.56212e+182" "1.97405e+208" "5.73308e+229" "1.46083e+248" "1.77679e+264" "3.51529e+278" "2.53845e+291" "1.22723e+303" "5.82667e+313" "4.26613e+323"
18 "1.0188e+169" "4.13183e+204" "2.40737e+233" "2.89875e+257" "1.29315e+278" "1.43166e+296" "1.55826e+312" "4.13106e+326" "5.27053e+339" "4.97398e+351" "5.7635e+362"
19 "1.28882e+188" "6.5907e+227" "7.82842e+259" "5.52772e+286" "5.80981e+309" "7.58678e+329" "5.71842e+347" "6.84442e+363" "2.78058e+378" "6.19184e+391" "1.33033e+404"
20 "1.71669e+208" "1.85154e+252" "6.78815e+287" "3.97554e+317" "1.32475e+343" "2.64415e+365" "1.73728e+385" "1.1545e+403" "1.80206e+419" "1.12401e+434" "5.2463e+447"
