k q Gibbs Est Res⭑ R_err Mean_r Time
13 2 250 2 2 0 0.73075 26.994
13 3 283 1.3741e+34 1.43e+34 3.913 0.71117 72.817
13 4 312 1.2455e+65 1.26e+65 1.153 0.76313 83.404
13 5 340 7.6291e+88 7.35e+88 3.797 0.80591 288.23
13 6 366 1.9565e+107 2.01e+107 2.661 0.83635 285.86
13 7 391 1.6541e+122 1.67e+122 0.9521 0.85895 279.15
13 8 416 5.288e+134 5.14e+134 2.879 0.87626 302.12
13 9 441 2.679e+145 2.69e+145 0.4106 0.88968 390.12
13 10 467 6.4002e+154 6.45e+154 0.7714 0.90055 346.42
