k q Gibbs Est Res⭑ R_err Mean_r Time
13 2 250 2 2 0 0.73078 14.085
13 3 283 1.5135e+34 1.43e+34 5.841 0.7114 37.785
13 4 312 1.2358e+65 1.26e+65 1.919 0.76311 40.762
13 5 340 7.6249e+88 7.35e+88 3.741 0.8059 142.92
13 6 366 2.0635e+107 2.01e+107 2.662 0.83649 148.38
13 7 391 1.6351e+122 1.67e+122 2.089 0.85892 146.16
13 8 416 5.1268e+134 5.14e+134 0.2572 0.87617 148.89
13 9 441 2.6864e+145 2.69e+145 0.1356 0.88969 190.95
13 10 467 6.3156e+154 6.45e+154 2.083 0.90051 176.86
