k q Gibbs Est Res⭑ R_err Mean_r Time
13 2 250 2 2 0 0.73079 386.77
13 3 283 1.4241e+34 1.43e+34 0.4154 0.71125 559.24
13 4 312 1.2494e+65 1.26e+65 0.8441 0.76314 821.06
13 5 340 7.3453e+88 7.35e+88 0.06343 0.80581 2084.9
13 6 366 2.0039e+107 2.01e+107 0.3059 0.83641 2207
13 7 391 1.6541e+122 1.67e+122 0.95 0.85895 2516.5
13 8 416 5.149e+134 5.14e+134 0.1749 0.87618 2579.9
13 9 441 2.6889e+145 2.69e+145 0.04008 0.88969 2673.2
13 10 467 6.4943e+154 6.45e+154 0.6874 0.90059 2817.4
