k q Gibbs Est Res⭑ R_err Mean_r Time
9 2 111 2 2 0 0.72223 67.8
9 3 125 9.2277e+16 9.3575e+16 1.387 0.70857 170
9 4 138 6.5241e+31 6.45e+31 1.149 0.76269 221
9 5 150 1.2572e+43 1.24e+43 1.383 0.80565 329
9 6 162 7.1074e+51 7.08e+51 0.3871 0.83632 700
9 7 173 8.7497e+58 8.73e+58 0.2253 0.85892 730
9 8 185 7.5916e+64 7.59e+64 0.02127 0.87613 715
9 9 196 9.6575e+69 9.59e+69 0.7043 0.8897 935
9 10 207 2.816e+74 2.81e+74 0.2149 0.90056 943
