k q Gibbs Est Res⭑ R_err Mean_r Time
9 2 105 2 2 0 0.72216 40.2
9 3 119 9.2978e+16 9.3575e+16 0.638 0.70861 100
9 4 131 6.4052e+31 6.45e+31 0.6942 0.7626 121
9 5 142 1.2484e+43 1.24e+43 0.6762 0.80561 211
9 6 153 7.0317e+51 7.08e+51 0.6829 0.83626 216
9 7 164 8.7933e+58 8.73e+58 0.7255 0.85895 415
9 8 175 7.6278e+64 7.59e+64 0.4978 0.87616 445
9 9 185 9.5843e+69 9.59e+69 0.05991 0.88966 576
9 10 196 2.8093e+74 2.81e+74 0.02481 0.90054 560
