k q Gibbs Est Res⭑ R_err Mean_r Time
9 2 118 2 2 0 0.72223 154
9 3 134 9.3976e+16 9.3575e+16 0.429 0.70866 358
9 4 148 6.4666e+31 6.45e+31 0.2581 0.76265 407
9 5 161 1.2439e+43 1.24e+43 0.3175 0.80559 664
9 6 174 7.1108e+51 7.08e+51 0.4348 0.83633 1372
9 7 186 8.7031e+58 8.73e+58 0.3079 0.85889 1423
9 8 198 7.6211e+64 7.59e+64 0.4092 0.87616 1286
9 9 210 9.6536e+69 9.59e+69 0.6629 0.8897 1565
9 10 221 2.8075e+74 2.81e+74 0.08885 0.90054 1521
