k q Gibbs Est Res⭑ R_err Mean_r Time
8 2 86 2 2 0 0.71877 27.3
8 3 97 4.0756e+13 4.0725e+13 0.07609 0.70765 66.2
8 4 107 2.1537e+25 2.13e+25 1.114 0.76248 77.4
8 5 117 1.6334e+34 1.63e+34 0.2087 0.80552 122
8 6 126 1.2545e+41 1.27e+41 1.22 0.83617 130
8 7 135 4.8627e+46 4.86e+46 0.0565 0.85889 270
8 8 143 2.3063e+51 2.32e+51 0.5923 0.87609 265
8 9 152 2.4222e+55 2.42e+55 0.09135 0.88965 340
8 10 160 8.0396e+58 8.02e+58 0.2449 0.90056 341
