k q Gibbs Est Res⭑ R_err Mean_r Time
8 2 93 2 2 0 0.71874 63.2
8 3 106 4.0899e+13 4.0725e+13 0.428 0.70766 154
8 4 117 2.114e+25 2.13e+25 0.7505 0.76235 184
8 5 127 1.6276e+34 1.63e+34 0.1485 0.80549 273
8 6 137 1.2589e+41 1.27e+41 0.8757 0.8362 597
8 7 146 4.8665e+46 4.86e+46 0.1335 0.85889 574
8 8 156 2.3225e+51 2.32e+51 0.1079 0.87614 668
8 9 165 2.4218e+55 2.42e+55 0.07288 0.88965 843
8 10 174 8.0334e+58 8.02e+58 0.1669 0.90055 875
