k q Gibbs Est Res⭑ R_err Mean_r Time
8 2 80 2 2 0 0.71882 15.3
8 3 91 4.0393e+13 4.0725e+13 0.8139 0.70759 37.2
8 4 101 2.109e+25 2.13e+25 0.9859 0.76234 43.6
8 5 110 1.652e+34 1.63e+34 1.352 0.8056 68.2
8 6 118 1.2791e+41 1.27e+41 0.7129 0.83632 72
8 7 126 4.9075e+46 4.86e+46 0.9764 0.85896 72.1
8 8 134 2.3336e+51 2.32e+51 0.5858 0.87618 149
8 9 142 2.456e+55 2.42e+55 1.489 0.88976 192
8 10 151 8.0539e+58 8.02e+58 0.423 0.90057 197
